,open,high,low,close,volume,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,T3,FAMA,MAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,FastD,FastK,FastD,FastK,RSI,CMO,APO,WILLR,ADX,ADXR,CCI,Aroon Down,Aroon Up,AROONOSC,MFI,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,ULTOSC,MOM,ROC,ROCR,TRIX,BOP,TRANGE,SAR,ATR,NATR,Chaikin A/D,ADOSC,OBV,target1d,target1w,target1m
2007-04-27,98.18,99.95,97.69,99.92,24978700,2.8526,2.8977,2.9004,2.9569,3.0021,2.8328,2.8974,2.8269,1.9011,2.5232,-0.0158,-0.0017,-0.0141,74.2631,76.8175,76.8175,76.9643,100.0,100.0,77.0648,54.1297,-0.0158,-20.0,35.7446,32.3472,138.0944,30,90,60,76.9396,67.677,8.8214,45.7612,0.0688,0.357,58.9749,0.2956,10.727,1.1073,0.1098,0.7699,0.069,2.7477,0.078,2.5572,17839829290.3295,265248219.5718,56773187162,-0.01080864691753401,-0.08957165732586071,-0.06685348278622905
2007-04-30,100.09,101.0,99.67,99.8,22018200,2.8782,2.9249,2.9357,2.9955,3.0419,2.8672,2.9349,2.8463,1.9043,2.5284,-0.0033,0.0126,-0.0159,73.3087,74.0765,74.0765,75.8929,98.6694,96.0082,76.2656,52.5313,-0.0033,-20.9302,39.1873,32.8047,115.736,20,80,60,77.1244,70.1721,8.3391,47.5755,0.0619,0.3534,57.3409,0.2556,9.1545,1.0915,0.1908,-0.218,0.0406,2.7553,0.0743,2.4375,17343839868.5512,110372757.2272,56156676946,0.0012024048096192842,-0.06302605210420834,-0.06062124248496991
2007-05-01,99.59,100.35,98.55,99.47,19018700,2.906,2.9453,2.9646,3.0198,3.0609,2.9057,2.9683,2.8699,1.9074,2.5335,0.0132,0.0283,-0.0151,74.5235,72.6765,72.6765,65.1724,89.4776,72.4246,73.9232,47.8464,0.0132,-23.4884,40.8594,32.5769,79.3813,10,70,60,78.6577,55.9082,12.4325,43.9613,0.0899,0.318,56.872,0.2785,10.0941,1.1009,0.2621,-0.0667,0.055,2.7628,0.0723,2.382,17355673738.1426,40746048.6628,55624152814,0.0033175831909118157,-0.06263194933145676,-0.06594953252236857
2007-05-02,99.65,100.54,99.47,100.39,18040900,2.9365,2.9671,2.9936,3.0459,3.083,2.9465,3.0008,2.8964,1.9106,2.5388,0.0307,0.0418,-0.0111,70.8286,65.7328,65.7328,56.1331,80.1811,72.1106,76.1887,52.3773,0.0307,-16.6535,42.4329,32.2263,73.5193,0,60,60,84.2796,56.594,11.8385,42.7093,0.0809,0.292,55.216,0.305,11.0509,1.1105,0.3261,0.6916,0.0327,2.7701,0.0684,2.2308,17719189806.2469,124222412.4049,56129298519,-0.009164259388385314,-0.05022412590895509,-0.06713816117143137
2007-05-03,100.73,101.45,100.01,100.4,20574200,2.9674,2.985,3.017,3.0641,3.0947,2.9838,3.0235,2.9241,1.9137,2.5441,0.0504,0.0542,-0.0038,67.6231,64.46,64.46,72.0745,72.4801,72.905,76.2136,52.4272,0.0504,-17.5732,44.1808,32.0766,70.0841,0,50,50,84.6628,59.9121,11.0491,44.0753,0.0729,0.2906,57.3614,0.3093,11.2219,1.1122,0.3782,-0.2292,0.044,2.7773,0.0659,2.1509,17455153975.4329,63067486.6399,56705376695,-9.960159362554896e-05,-0.015537848605577711,-0.05876494023904388
2007-05-04,100.8,101.6,100.5,100.81,13642400,2.9975,3.0019,3.0371,3.0804,3.1051,3.0132,3.0424,2.9519,1.9169,2.5494,0.068,0.0618,0.0062,65.876,67.4353,67.4353,74.0984,81.6718,100.0,77.2976,54.5952,0.068,-15.0893,45.8093,33.6424,70.7657,0,40,40,84.4887,60.4656,10.4066,42.2391,0.0656,0.2661,52.3711,0.3004,10.8168,1.1082,0.4193,0.0091,0.0366,2.7844,0.063,2.047,17288468485.4386,-20720137.6839,57087364276,-0.0040670568395992125,-0.008828489237178857,-0.06487451641702219
2007-05-07,101.08,104.35,101.01,103.92,30769900,3.0293,3.033,3.069,3.1227,3.152,3.0378,3.0884,2.9809,1.9201,2.5557,0.0908,0.0712,0.0196,70.4939,79.5863,79.5863,92.5862,90.9683,100.0,83.5976,67.1951,0.0908,-3.295,48.1428,36.3688,130.8936,10,100,90,84.8033,69.1442,8.7405,47.9135,0.059,0.3235,61.2909,0.3178,11.1325,1.1113,0.468,0.8503,0.1081,2.7913,0.0675,2.1278,17928188243.2588,150433951.4613,57948922337,-0.02992686682063125,-0.03964588144726717,-0.08891454965357963
2007-05-08,103.47,105.15,103.42,105.06,27999900,3.0654,3.0648,3.1015,3.1642,3.1961,3.0616,3.1349,3.0115,1.9233,2.5622,0.1124,0.0769,0.0355,78.4628,88.3667,88.3667,98.4155,100.0,100.0,85.2632,70.5264,0.1124,-0.793,50.4474,38.9248,175.7087,0,100,100,84.4783,71.1885,8.0415,47.7799,0.0531,0.3156,61.0393,0.3609,12.677,1.1268,0.5204,0.9191,0.0528,2.8031,0.066,2.0589,18630614181.9169,430274881.9154,58732920320,-0.010850942318675049,-0.05320769084332765,-0.10860460689130018
2007-05-09,104.91,106.96,104.89,106.88,25634200,3.1006,3.1009,3.1375,3.2117,3.2472,3.0858,3.1848,3.0445,1.9266,2.5692,0.1309,0.0778,0.053,88.19,96.6169,96.6169,98.8489,100.0,100.0,87.5126,75.0251,0.1309,-0.863,52.9328,42.5647,167.2746,0,100,100,83.7279,75.3021,7.2686,51.5916,0.0478,0.3393,68.3181,0.3521,12.0946,1.1209,0.5782,0.9517,0.0632,2.8194,0.0658,2.0151,19292893595.2248,716364632.0705,59450678637,-0.01702844311377239,-0.06072230538922151,-0.11816991017964068
2007-05-10,106.63,108.84,105.92,107.34,42759200,3.1265,3.133,3.1696,3.2499,3.284,3.1118,3.2191,3.0794,1.9298,2.5763,0.1517,0.08,0.0717,92.6922,93.0929,93.0929,82.0144,100.0,100.0,88.0258,76.0517,0.1517,-13.4529,55.5192,45.6319,137.9643,10,100,90,82.6914,78.796,6.317,53.2663,0.043,0.3627,66.7326,0.2595,8.5998,1.086,0.6325,0.2432,0.0892,2.8417,0.0681,2.0779,19260091984.3738,757840414.4022,60647937434,-0.004285448108813191,-0.06465436929383266,-0.1374138252282467
2007-05-11,107.74,109.13,106.78,108.74,23346300,3.1535,3.167,3.2048,3.2905,3.3238,3.1443,3.2568,3.1158,1.9331,2.5837,0.1688,0.078,0.0908,93.91,92.0201,92.0201,95.197,100.0,100.0,89.4871,78.9742,0.1688,-3.6862,57.897,48.5422,121.7508,0,100,100,92.521,79.298,5.655,48.9773,0.0387,0.3353,67.1749,0.2693,8.8271,1.0883,0.6844,0.4255,0.0718,2.8706,0.0685,2.0621,19696817249.5005,844871235.678,61301634487,-0.012874747103181825,-0.07292624609159457,-0.15219790325547175
2007-05-14,109.62,110.0,108.25,109.36,23283800,3.1826,3.1983,3.2386,3.325,3.3547,3.1815,3.2892,3.1532,1.9364,2.5913,0.1783,0.0692,0.1091,91.4249,89.1617,89.1617,90.2736,100.0,100.0,90.0826,80.1652,0.1783,-5.5895,60.1885,50.524,111.1537,10,100,90,92.6194,80.8121,5.2038,49.0361,0.0348,0.3284,70.1462,0.2919,9.5792,1.0958,0.7295,-0.1486,0.0534,2.9029,0.067,2.0054,19871911600.2318,859380116.371,61953581538,-0.005669348939283144,-0.049743964886613,-0.17483540599853697
2007-05-15,109.57,110.2,106.48,107.52,34089800,3.2072,3.2137,3.2568,3.3299,3.3457,3.217,3.2878,3.1889,1.9397,2.5982,0.1813,0.0555,0.1259,86.505,78.3333,78.3333,49.5292,66.6667,0.0,75.9043,51.8086,0.1813,-24.9767,59.6857,51.0593,72.2116,0,100,100,86.5651,55.1596,11.9239,41.2599,0.0854,0.2955,64.2674,0.2458,8.0929,1.0809,0.7504,-0.5511,0.1136,2.9394,0.0716,2.1817,19451103756.0765,653296697.4805,60999066184,0.01711309523809527,-0.02287946428571423,-0.14964657738095227
2007-05-16,108.53,108.83,103.42,107.34,40241700,3.2284,3.2253,3.2696,3.3298,3.3332,3.2472,3.2857,3.2212,1.943,2.605,0.1852,0.0443,0.1408,77.7894,65.8733,65.8733,57.8171,33.3333,0.0,74.6276,49.2551,0.1852,-28.0667,55.9101,50.0455,27.3874,0,90,90,73.3427,21.9305,21.0291,32.8437,0.1703,0.266,64.3197,0.2122,6.923,1.0692,0.7504,-0.22,0.1652,2.9776,0.081,2.4709,19957212444.4322,670633818.0947,59872297458,0.0016769144773615856,-0.004285448108813191,-0.15828209427985848
2007-05-17,107.15,109.87,107.15,109.44,26260400,3.256,3.2464,3.2901,3.3492,3.3506,3.273,3.2986,3.2507,1.9463,2.6124,0.1907,0.0363,0.1545,69.8618,65.379,65.379,88.7906,9.7959,29.3876,79.1694,58.3389,0.1907,-7.8351,53.0963,49.4528,80.8211,0,80,80,74.0267,27.7719,18.878,33.3953,0.1533,0.2711,64.418,0.276,9.004,1.09,0.747,0.8419,0.083,3.0125,0.0812,2.4296,20460022370.5185,776744542.2739,60607589393,-0.01918859649122802,-0.01918859649122802,-0.17397660818713442
2007-05-18,110.23,110.64,109.77,110.02,22190900,3.2842,3.2669,3.3089,3.3678,3.3674,3.293,3.3128,3.2777,1.9497,2.6198,0.1943,0.0283,0.166,70.1975,79.3401,79.3401,91.4127,21.9312,36.4061,80.2541,60.5083,0.1943,-6.4382,50.9827,49.5627,114.7971,0,100,100,74.8992,31.96,17.9766,34.8646,0.1379,0.2675,62.3904,0.2812,9.136,1.0914,0.7407,-0.2414,0.0366,3.0442,0.0767,2.2842,20195771848.9922,665460623.2913,61228935214,-0.005271768769314655,-0.011634248318487559,-0.17951281585166334
2007-05-21,110.31,112.45,110.05,111.98,22853300,3.3088,3.2946,3.3334,3.3998,3.4029,3.3076,3.3358,3.3038,1.9531,2.6278,0.1982,0.0227,0.1755,78.7951,91.6661,91.6661,94.7951,55.2646,100.0,83.4835,66.967,0.1982,-5.2049,49.9753,50.2113,151.1174,0,100,100,74.3959,40.909,16.2326,38.7084,0.1241,0.296,65.6714,0.2461,7.756,1.0776,0.7403,0.6958,0.0742,3.0776,0.0765,2.2368,20585040114.5112,683297047.8916,61868828253,-0.017503125558135452,-0.02339703518485448,-0.18762278978389002
2007-05-22,112.49,113.75,112.01,113.54,20443200,3.3347,3.3259,3.3621,3.4376,3.4454,3.3228,3.365,3.33,1.9565,2.6362,0.2047,0.021,0.1837,88.5771,94.725,94.725,97.9671,78.802,100.0,85.5705,71.141,0.2047,-2.0329,49.63,51.2814,168.6156,60,100,40,73.8799,46.5221,15.0509,41.2373,0.1117,0.3061,65.7842,0.2589,8.0716,1.0807,0.7474,0.6034,0.054,3.1167,0.0742,2.1414,21019282313.9149,766643826.1391,62441238425,-0.013739651224238173,-0.05302096177558578,-0.1764135987317245
2007-05-23,114.02,115.0,112.59,112.89,32549100,3.353,3.3479,3.3825,3.4572,3.4618,3.3412,3.377,3.3559,1.96,2.6443,0.201,0.0118,0.1892,91.673,88.6277,88.6277,73.121,75.3732,26.1197,80.8414,61.6827,0.201,-18.2211,49.8119,52.6655,132.8961,50,100,50,74.6851,51.4494,13.5577,42.2919,0.1006,0.3137,61.5507,0.1835,5.6231,1.0562,0.7491,-0.4689,0.0736,3.1595,0.0742,2.1518,20334805120.3705,513257144.1909,61529862714,0.005757817344317528,-0.04916290193994151,-0.17406324740898224
2007-05-24,112.81,114.46,110.37,110.69,31691500,3.3632,3.3536,3.3874,3.4479,3.4392,3.3603,3.3772,3.3791,1.9634,2.6517,0.1915,-0.0002,0.1917,82.0819,62.893,62.893,17.5908,42.0399,0.0,66.9307,33.8613,0.1915,-37.2193,47.6457,52.7714,60.6355,40,90,50,62.1711,28.1498,19.9751,35.6269,0.1583,0.2823,56.8424,0.1023,3.1209,1.0312,0.7298,-0.5183,0.1249,3.2052,0.0792,2.3446,19586296083.5617,124777249.4828,60642499827,0.01987532749119164,-0.011292799710904328,-0.13860330653175534
2007-05-25,112.0,113.78,111.5,113.62,22605700,3.3781,3.3746,3.4066,3.4689,3.4619,3.381,3.3836,3.4005,1.9669,2.6598,0.1812,-0.0108,0.192,68.5995,54.2777,54.2777,72.1212,20.7088,36.0068,73.6423,47.2845,0.1812,-11.9171,45.6961,52.9423,79.5165,30,80,50,62.2049,28.1498,17.6413,31.4644,0.1425,0.2541,58.2052,0.149,4.4878,1.0449,0.7135,0.7105,0.0943,3.245,0.0808,2.3277,20130419791.6542,127640540.6332,61275460059,-0.025787713430734084,-0.03168456257701116,-0.13008273191339553
2007-05-29,114.45,114.86,112.69,114.35,23060500,3.3934,3.3959,3.4272,3.4904,3.4848,3.4028,3.3914,3.4209,1.9704,2.6682,0.1716,-0.0193,0.1909,58.5761,58.5577,58.5577,85.9611,26.5119,43.5289,75.0444,50.0887,0.1716,-5.6131,44.5492,52.1174,91.9013,20,70,50,62.3106,34.2271,16.1674,32.9938,0.1282,0.2616,57.0084,0.1524,4.5629,1.0456,0.6997,-0.0461,0.0663,3.2796,0.0793,2.2713,20472608197.9646,226086330.7814,61921154704,-0.006383909051158634,-0.02072584171403577,-0.12619151727153471
2007-05-30,114.3,118.88,113.53,118.77,52801600,3.4277,3.4378,3.4696,3.5494,3.5588,3.4272,3.4402,3.4434,1.9739,2.6777,0.1675,-0.0215,0.189,66.144,85.5966,85.5966,98.7074,59.8452,100.0,81.6215,63.2431,0.1675,-0.7115,45.2216,50.5659,156.8219,10,100,90,76.3047,51.2729,13.1562,40.8434,0.1154,0.3582,64.7923,0.3435,10.4632,1.1046,0.7094,0.8355,0.1634,3.3097,0.0877,2.4186,21890258554.2528,696876873.6809,63399600982,-0.03721478487833629,-0.04403468889450189,-0.15972046813168309
2007-05-31,120.07,122.17,119.541,121.191,46323800,3.47,3.4855,3.5191,3.6159,3.6389,3.454,3.503,3.4702,1.9775,2.688,0.1648,-0.0213,0.1861,78.7594,92.124,92.124,91.7034,81.1763,100.0,84.1619,68.3239,0.1648,-6.518,46.756,49.9262,211.5517,0,100,100,89.6866,60.5661,11.6271,47.343,0.1039,0.4229,64.8409,0.4229,12.9039,1.129,0.7397,0.4264,0.1038,3.3545,0.0893,2.4138,22221309305.5917,931454891.7766,64696668679,-0.019976730945367283,-0.06849518528603611,-0.17922948073701844
2007-06-01,121.1,121.19,118.29,118.4,31616500,3.4974,3.5091,3.5455,3.635,3.6503,3.483,3.5153,3.499,1.9811,2.6972,0.1654,-0.0175,0.1829,87.5822,85.026,85.026,64.6673,66.6667,0.0,71.5019,43.0039,0.1654,-30.4032,46.9397,48.9612,115.5428,0,90,90,79.2635,48.5928,14.7532,42.6441,0.1317,0.3806,57.5749,0.2736,8.1871,1.0819,0.7575,-0.931,0.0886,3.4109,0.0892,2.4686,21403204294.6269,682434769.1654,63811405794,0.023572635135135106,-0.0651182432432433,-0.15211148648648654
2007-06-04,118.63,121.73,117.9,121.33,31666900,3.5319,3.5446,3.5832,3.6767,3.6943,3.5185,3.5406,3.5298,1.9847,2.7073,0.1746,-0.0057,0.1802,86.5511,82.5033,82.5033,91.1392,44.5338,33.6013,75.7559,51.5117,0.1746,-6.9307,47.2825,48.6289,102.4792,0,80,80,80.0364,50.3679,12.8782,39.0163,0.1185,0.359,64.0727,0.3453,10.2799,1.1028,0.7782,0.705,0.1169,3.4588,0.092,2.4838,22104672305.217,741717743.3609,64698079880,-0.024149015082831887,-0.0635457018049946,-0.17250473914118514
2007-06-05,121.41,122.69,120.5,122.67,32885200,3.5646,3.5811,3.622,3.7191,3.7382,3.5589,3.5668,3.5628,1.9884,2.7177,0.1815,0.0038,0.1777,84.2418,85.1961,85.1961,99.7817,26.9014,47.103,77.4652,54.9304,0.1815,-0.1623,47.908,48.769,106.2945,0,100,100,80.8026,53.537,11.916,39.3764,0.1066,0.3524,73.1491,0.3264,9.5463,1.0955,0.8008,0.5753,0.0669,3.4995,0.0895,2.3895,23008640806.7378,986167324.801,65618866400,-0.010923616206081383,-0.06782424390641564,-0.17820167930219286
2007-06-06,122.3,124.05,121.95,123.64,39722900,3.5954,3.6164,3.6603,3.7581,3.7769,3.6018,3.5921,3.5974,1.9921,2.7283,0.1882,0.0119,0.1762,87.4836,94.7514,94.7514,93.3333,45.7865,56.6553,78.6745,57.349,0.1882,-2.9971,48.8952,49.3536,104.445,20,100,80,82.0208,57.7803,11.0374,41.2481,0.096,0.3587,72.2217,0.3084,8.8955,1.089,0.8223,0.6381,0.0641,3.5389,0.087,2.3035,23686578977.9062,1212225451.2345,66731108712,-0.007845357489485593,-0.03938854739566487,-0.15949530896150113
2007-06-07,124.99,127.61,123.19,124.069,68395700,3.6295,3.6476,3.6953,3.7891,3.8043,3.6422,3.6208,3.6329,1.9958,2.7389,0.19,0.014,0.1761,88.4989,85.5491,85.5491,63.5324,67.9194,100.0,79.2224,58.4449,0.19,-20.5394,50.6698,49.1578,111.8591,10,100,90,83.9364,66.6413,9.4141,47.0274,0.0864,0.4315,64.0276,0.3413,9.9026,1.099,0.8379,-0.2084,0.135,3.5812,0.0918,2.4223,22533197305.3365,827516384.3002,68646190227,-0.0034577533469279356,-0.023196769539530423,-0.15321313140268722
2007-06-08,125.825,125.83,122.29,124.49,44345800,3.6717,3.6755,3.7265,3.8141,3.8241,3.6805,3.6647,3.6681,1.9996,2.7495,0.1896,0.0126,0.177,85.0706,74.9113,74.9113,67.8682,85.5518,100.0,79.7887,59.5774,0.1896,-19.3669,51.3392,48.5177,88.3504,0,90,90,80.4672,57.364,11.2669,41.5848,0.1052,0.3884,59.5644,0.4214,12.4673,1.1247,0.8456,-0.3771,0.1081,3.6379,0.0934,2.457,22834849263.2546,690886808.5919,69887873868,-0.00338179773475775,-0.048919591935095104,-0.14145714515222108
2007-06-11,126.0,126.15,119.54,120.19,66937800,3.6917,3.6745,3.7262,3.787,3.7739,3.7097,3.665,3.6988,2.0034,2.7587,0.1849,0.0064,0.1785,68.9818,46.485,46.485,8.0545,66.6667,0.0,60.9409,21.8818,0.1849,-49.7319,49.4402,46.9947,31.1733,0,80,80,67.161,32.3487,17.1408,33.5331,0.1787,0.3495,48.58,0.2006,5.7824,1.0578,0.8195,-0.879,0.2018,3.8963,0.1042,2.8404,21329202961.4856,93115721.7309,68013613594,0.035776686912388694,0.009484982111656548,-0.10691405274981275
2007-06-12,119.35,121.71,118.31,120.38,50948800,3.7101,3.6747,3.7232,3.7669,3.7395,3.7288,3.6656,3.7233,2.0072,2.7679,0.1866,0.006,0.1806,51.3744,32.7269,32.7269,22.2581,34.1253,2.3758,61.3887,22.7774,0.1866,-51.3494,46.762,45.9918,-45.8325,0,70,70,58.375,22.6586,19.0374,30.192,0.1984,0.3146,52.15,0.1841,5.2733,1.0527,0.7735,0.3029,0.1038,3.8938,0.1042,2.8348,21639691253.0236,-61100332.1075,69440181420,-0.0015783352716397885,0.01902309353713247,-0.09669380295730189
2007-06-13,121.15,121.19,115.4,117.5,61476900,3.7063,3.6588,3.7009,3.7214,3.6747,3.7331,3.6648,3.7392,2.0111,2.7761,0.1805,-0.0018,0.1824,31.6831,15.8372,15.8372,17.199,0.7919,0.0,51.4537,2.9074,0.1805,-82.801,42.3719,44.564,-131.9867,0,60,60,46.572,2.8613,23.9897,25.403,0.2674,0.2831,47.3089,-0.0388,-1.0693,0.9893,0.7009,-0.6304,0.1768,3.8882,0.1115,3.1066,21166987569.9951,-269039859.4497,67718826499,0.0245106382978723,0.05225531914893618,-0.06927659574468086
2007-06-14,117.2,119.45,116.42,118.75,34759500,3.6988,3.6528,3.6863,3.6991,3.6475,3.7271,3.6639,3.7473,2.0149,2.7846,0.1756,-0.0079,0.1835,24.0347,23.54,23.54,31.1628,4.9265,12.4036,54.9683,9.9366,0.1756,-72.5635,38.4209,42.6803,-99.1742,90,50,-40,45.1506,2.8613,21.964,23.2579,0.2406,0.2548,48.4813,-0.0745,-2.0142,0.9799,0.6231,0.5116,0.0925,3.8773,0.1096,3.0217,21690560232.0748,-163056559.1144,68692093472,-0.010526315789473684,0.044791578947368446,-0.09456842105263161
2007-06-15,120.62,120.67,119.86,120.5,28972100,3.7052,3.6576,3.6827,3.6994,3.6535,3.7141,3.6642,3.7501,2.0188,2.7935,0.164,-0.0183,0.1823,23.7706,31.9346,31.9346,47.4419,31.2192,81.254,59.5263,19.0526,0.164,-58.231,35.6138,41.4482,-34.233,80,40,-40,51.6175,10.3505,20.7314,25.5185,0.2166,0.2666,48.3981,0.0641,1.7736,1.0177,0.5547,-0.1481,0.0586,3.8666,0.1045,2.8393,22161267907.3423,44894193.0728,69503313083,-0.014522821576763486,0.03311203319502071,-0.10921161825726139
2007-06-18,123.28,125.18,122.54,125.09,32521600,3.7167,3.687,3.7035,3.7452,3.7212,3.6999,3.6698,3.7527,2.0228,2.8038,0.1531,-0.0261,0.1792,38.2342,59.2281,59.2281,99.0798,64.5526,100.0,68.7456,37.4912,0.1531,-20.6388,35.2437,41.5758,83.1502,70,30,-40,51.8168,31.9124,17.9963,34.8658,0.1949,0.3776,56.5057,0.1148,3.099,1.031,0.518,0.6856,0.1429,3.8563,0.1083,2.8358,23009786864.4904,395866969.599,70413918793,-0.03669358062195222,-0.03917179630665925,-0.12510992085698303
2007-06-19,124.69,125.01,122.91,123.66,33679500,3.7197,3.7031,3.7142,3.764,3.7464,3.6901,3.6708,3.7563,2.0267,2.8135,0.149,-0.0258,0.1748,56.052,76.9932,76.9932,84.4581,84.0657,70.9432,63.7211,27.4423,0.149,-32.3505,34.9106,41.9029,59.0895,60,20,-40,44.5449,31.9124,16.8459,32.6372,0.1754,0.3399,53.3368,0.0302,0.807,1.0081,0.491,-0.4905,0.0666,3.8464,0.1041,2.758,22740350595.1459,417729113.4229,69470891850,0.011563965712437384,-0.026524340934821294,-0.11030244218017145
2007-06-20,123.87,124.66,121.5,121.55,32054000,3.7133,3.7046,3.7127,3.7556,3.7332,3.6869,3.6715,3.7594,2.0307,2.8225,0.1352,-0.0335,0.1687,72.3071,80.6998,80.6998,58.5616,61.6613,14.0408,56.9027,13.8055,0.1352,-49.6314,33.4902,42.08,22.3274,50,10,-40,36.4767,20.707,19.4384,29.5909,0.2009,0.3059,54.6038,-0.0638,-1.6904,0.9831,0.4575,-0.7342,0.0965,3.8367,0.1034,2.7853,21871240004.9459,112162155.9761,68573378953,0.017359111476758532,-0.03331962155491565,-0.07873303167420809
2007-06-21,121.7,124.29,120.72,123.9,30965900,3.7128,3.7189,3.7253,3.7722,3.7559,3.6951,3.672,3.7631,2.0347,2.8321,0.1191,-0.0418,0.1609,76.8932,72.9865,72.9865,75.9398,42.5123,42.5528,61.9422,23.8844,0.1191,-20.9302,31.6129,41.4761,44.2635,40,0,-40,30.5271,14.7173,19.6912,26.4874,0.2047,0.2753,58.6174,-0.0052,-0.1362,0.9986,0.4329,0.6162,0.109,3.8273,0.1039,2.7473,22548847435.4117,192563296.1709,69440425020,-0.01896690879741734,-0.04156577885391449,-0.08361581920903954
2007-06-22,123.85,124.45,122.38,123.0,22567000,3.7083,3.7255,3.7331,3.7747,3.7578,3.7112,3.6729,3.7669,2.0387,2.8413,0.0991,-0.0523,0.1514,71.8535,61.8742,61.8742,51.1211,24.7849,17.761,59.0062,18.0123,0.0991,-29.3023,30.0187,39.7295,59.945,30,10,-20,38.0774,15.671,18.4449,25.3002,0.1842,0.2526,59.5842,-0.0455,-1.1969,0.988,0.4078,-0.4106,0.0632,3.8182,0.0999,2.659,22295486274.2349,127334002.5879,68808548389,0.007317073170731754,-0.02032520325203252,-0.0821951219512195
2007-06-25,124.19,125.09,121.06,122.34,34478700,3.7148,3.7273,3.738,3.769,3.7491,3.7287,3.6741,3.7701,2.0428,2.8502,0.0796,-0.0599,0.1395,63.1904,54.7106,54.7106,37.0709,20.1046,0.0,56.8119,13.6239,0.0796,-29.0389,27.5084,37.1352,39.8341,20,0,-20,41.482,4.9157,20.1681,22.2534,0.2061,0.2274,54.076,0.0656,1.7888,1.0179,0.3789,-0.4591,0.123,3.5235,0.1022,2.7354,21943341184.7781,-22972691.6675,67843143824,0.00539480137322214,0.022478339055092365,-0.09522641817884589
2007-06-26,123.98,124.0,118.72,119.65,48035900,3.7126,3.7139,3.7268,3.7369,3.7054,3.737,3.6739,3.7703,2.0469,2.8583,0.0559,-0.0697,0.1256,50.2829,34.2639,34.2639,14.5997,5.9203,0.0,48.6237,-2.7527,0.0559,-56.544,25.8901,34.131,-32.4832,10,40,30,41.7847,11.3249,23.7703,18.9341,0.2569,0.2046,46.1914,-0.0223,-0.6064,0.9939,0.3346,-0.8201,0.1612,3.5264,0.1081,2.9585,21072143763.5242,-359572546.8376,66498137279,0.02248223986627662,0.033514417049728296,-0.05039699122440452
2007-06-27,120.61,122.04,119.26,121.89,34810600,3.726,3.7153,3.7285,3.7353,3.707,3.7424,3.6758,3.7686,2.051,2.8669,0.0486,-0.0629,0.1115,40.9287,33.8117,33.8117,49.7645,15.1295,45.3886,54.6688,9.3375,0.0486,-37.5571,24.4335,31.4272,-41.4964,0,30,30,55.3025,11.3249,21.8626,17.4145,0.2312,0.1842,44.8858,0.134,3.7362,1.0374,0.2951,0.4604,0.0849,3.5294,0.1058,2.8418,21941658324.2961,-187920350.3581,67472835053,-0.01837722536713426,-0.002789400278940056,-0.06185905324472891
2007-06-28,122.36,122.49,120.0,120.56,29933700,3.7315,3.709,3.7203,3.7203,3.6901,3.7403,3.6759,3.7648,2.0551,2.875,0.0408,-0.057,0.0978,33.0529,31.0832,31.0832,28.8854,21.8945,20.295,50.7308,1.4616,0.0408,-71.517,22.728,29.1709,-71.4471,0,20,20,45.7249,7.3786,20.2455,17.4631,0.2081,0.1795,43.3685,0.0553,1.5242,1.0152,0.2532,-0.7229,0.076,3.5323,0.1028,2.7924,21480510581.2355,-247344156.376,66634690615,0.0110318513603185,0.027704047777040504,-0.01484737889847384
2007-06-29,121.97,124.0,121.09,122.04,40637200,3.7362,3.7122,3.7193,3.724,3.6996,3.7319,3.6765,3.7601,2.0592,2.8836,0.0416,-0.0438,0.0855,36.1616,43.5897,43.5897,52.1193,46.8748,74.9409,54.76,9.5201,0.0416,-48.6068,20.9709,28.1073,-8.7953,70,10,-60,47.6653,5.1565,18.1812,20.1582,0.1873,0.2077,47.7713,0.047,1.278,1.0128,0.2197,0.0241,0.105,3.5351,0.103,2.7645,21085589218.9627,-374824859.8905,67772533352,-0.012127171419206849,0.007866273352998965,-0.006956735496558536
2007-07-02,121.05,122.09,119.3,121.26,35530800,3.7245,3.7104,3.7132,3.7186,3.6957,3.7199,3.6776,3.7548,2.0634,2.8917,0.0356,-0.0372,0.0729,39.2366,43.0369,43.0369,48.1061,51.4844,59.2174,52.2575,4.5149,0.0356,-60.1256,19.7596,27.3351,-87.0738,60,0,-60,37.7152,8.8575,22.0502,18.4619,0.2232,0.1869,45.7054,-0.1169,-3.0618,0.9694,0.1884,0.0753,0.0852,3.538,0.1012,2.7342,21488526722.5345,-264693682.0198,66777669958,0.006432459178624453,0.00890648193963383,-0.023585683654956287
2007-07-03,122.0,127.4,121.5,127.17,41517200,3.7353,3.7418,3.742,3.7741,3.7752,3.7183,3.6834,3.7533,2.0676,2.9017,0.0367,-0.0252,0.0619,50.8089,65.7999,65.7999,97.1744,78.0528,100.0,65.5225,31.0451,0.0367,-2.6498,20.2202,26.8552,184.4444,50,100,50,48.9478,24.3659,18.2873,30.0699,0.2009,0.3303,56.0569,0.1072,2.8384,1.0284,0.1895,0.8763,0.1875,3.5408,0.1099,2.8292,22560375235.3295,145465752.2729,67940152720,-0.046473224817173836,-0.059133443422190735,-0.04592278052999924
